case_id,Variant,Customer_ID,Revenue,Costs,Pizza Type,Pizza Size,Customer Satisfaction,Distribution Channel,Customer Location,Customer Type,SORTING,timestamp,activity,Automation
1,4,17,10,47,Salami,Small,2,Deliver Now Holding,Munich District One,Teenager,,1.0,Order by phone,A
1,4,17,10,47,Salami,Small,2,Deliver Now Holding,Munich District One,Teenager,,2.0,Start preparing pizza,A
1,4,17,10,47,Salami,Small,2,Deliver Now Holding,Munich District One,Teenager,,3.0,Call Customer,A
1,4,17,10,47,Salami,Small,2,Deliver Now Holding,Munich District One,Teenager,,4.0,Start preparing pizza,A
1,4,17,10,47,Salami,Small,2,Deliver Now Holding,Munich District One,Teenager,,5.0,Start baking pizza,B
1,4,17,10,47,Salami,Small,2,Deliver Now Holding,Munich District One,Teenager,,6.0,Baking pizza ready,A
1,4,17,10,47,Salami,Small,2,Deliver Now Holding,Munich District One,Teenager,,7.0,Plan route,B
1,4,17,10,47,Salami,Small,2,Deliver Now Holding,Munich District One,Teenager,,8.0,Departure pizza,A
1,4,17,10,47,Salami,Small,2,Deliver Now Holding,Munich District One,Teenager,,9.0,Pizza arrives at customer,B
1,4,17,10,47,Salami,Small,2,Deliver Now Holding,Munich District One,Teenager,,10.0,Payment customer,A
185,1,123,36,56,Calzone,Large,1,Deliveruu Inc.,Munich District One,Adult,,11.0,Order by phone,A
185,1,123,36,56,Calzone,Large,1,Deliveruu Inc.,Munich District One,Adult,,12.0,Start preparing pizza,A
185,1,123,36,56,Calzone,Large,1,Deliveruu Inc.,Munich District One,Adult,,13.0,Start baking pizza,A
185,1,123,36,56,Calzone,Large,1,Deliveruu Inc.,Munich District One,Adult,,14.0,Baking pizza ready,A
185,1,123,36,56,Calzone,Large,1,Deliveruu Inc.,Munich District One,Adult,,15.0,Plan route,A
185,1,123,36,56,Calzone,Large,1,Deliveruu Inc.,Munich District One,Adult,,16.0,Departure pizza,A
185,1,123,36,56,Calzone,Large,1,Deliveruu Inc.,Munich District One,Adult,,17.0,Pizza arrives at customer,B
185,1,123,36,56,Calzone,Large,1,Deliveruu Inc.,Munich District One,Adult,,18.0,Payment customer,B
2,1,78,11,7,Magherita,Large,4,BestOrder Inc.,Munich District One,Student,,19.0,Order by phone,A
2,1,78,11,7,Magherita,Large,4,BestOrder Inc.,Munich District One,Student,,20.0,Start preparing pizza,A
2,1,78,11,7,Magherita,Large,4,BestOrder Inc.,Munich District One,Student,,21.0,Start baking pizza,B
2,1,78,11,7,Magherita,Large,4,BestOrder Inc.,Munich District One,Student,,22.0,Baking pizza ready,A
2,1,78,11,7,Magherita,Large,4,BestOrder Inc.,Munich District One,Student,,23.0,Departure pizza,A
2,1,78,11,7,Magherita,Large,4,BestOrder Inc.,Munich District One,Student,,24.0,Plan route,A
2,1,78,11,7,Magherita,Large,4,BestOrder Inc.,Munich District One,Student,,25.0,Pizza arrives at customer,A
2,1,78,11,7,Magherita,Large,4,BestOrder Inc.,Munich District One,Student,,26.0,Payment customer,A
3,6,128,36,7,Salami,Medium,2,TownExpress Inc. ,Munich District Four,Student,,27.0,Start order website,A
3,6,128,36,7,Salami,Medium,2,TownExpress Inc. ,Munich District Four,Student,,28.0,Approve order website,A
3,6,128,36,7,Salami,Medium,2,TownExpress Inc. ,Munich District Four,Student,,29.0,Receive order website,A
3,6,128,36,7,Salami,Medium,2,TownExpress Inc. ,Munich District Four,Student,,30.0,Call Customer,A
3,6,128,36,7,Salami,Medium,2,TownExpress Inc. ,Munich District Four,Student,,31.0,Start preparing pizza,A
3,6,128,36,7,Salami,Medium,2,TownExpress Inc. ,Munich District Four,Student,,32.0,Start baking pizza,A
3,6,128,36,7,Salami,Medium,2,TownExpress Inc. ,Munich District Four,Student,,33.0,Baking pizza ready,B
3,6,128,36,7,Salami,Medium,2,TownExpress Inc. ,Munich District Four,Student,,34.0,Plan route,B
3,6,128,36,7,Salami,Medium,2,TownExpress Inc. ,Munich District Four,Student,,35.0,Departure pizza,A
3,6,128,36,7,Salami,Medium,2,TownExpress Inc. ,Munich District Four,Student,,36.0,Pizza arrives at customer,B
3,6,128,36,7,Salami,Medium,2,TownExpress Inc. ,Munich District Four,Student,,37.0,Payment customer,B
197,1,230,28,7,Magherita,Small,0,Deliver Now Holding,Munich District Three,Student,,38.0,Order by phone,A
197,1,230,28,7,Magherita,Small,0,Deliver Now Holding,Munich District Three,Student,,39.0,Start preparing pizza,A
