case_id,Variant,Customer_ID,Revenue,Costs,Pizza Type,Pizza Size,Customer Satisfaction,Distribution Channel,Customer Location,Customer Type,SORTING,timestamp,activity,Automation
1,4,17,10,47,Salami,Small,2,Deliver Now Holding,Munich District One,Teenager,1,2018-06-15 09:37:00,Order by phone,A
1,4,17,10,47,Salami,Small,2,Deliver Now Holding,Munich District One,Teenager,2,2018-06-15 09:40:00,Start preparing pizza,A
1,4,17,10,47,Salami,Small,2,Deliver Now Holding,Munich District One,Teenager,3,2018-06-15 09:45:00,Call Customer,A
1,4,17,10,47,Salami,Small,2,Deliver Now Holding,Munich District One,Teenager,4,2018-06-15 09:46:00,Start preparing pizza,A
1,4,17,10,47,Salami,Small,2,Deliver Now Holding,Munich District One,Teenager,5,2018-06-15 09:53:00,Start baking pizza,B
1,4,17,10,47,Salami,Small,2,Deliver Now Holding,Munich District One,Teenager,6,2018-06-15 09:54:00,Baking pizza ready,A
1,4,17,10,47,Salami,Small,2,Deliver Now Holding,Munich District One,Teenager,7,2018-06-15 09:55:00,Plan route,B
1,4,17,10,47,Salami,Small,2,Deliver Now Holding,Munich District One,Teenager,8,2018-06-15 09:56:00,Departure pizza,A
1,4,17,10,47,Salami,Small,2,Deliver Now Holding,Munich District One,Teenager,9,2018-06-15 10:02:00,Pizza arrives at customer,B
1,4,17,10,47,Salami,Small,2,Deliver Now Holding,Munich District One,Teenager,10,2018-06-15 10:06:00,Payment customer,A
9,6,154,29,37,Salami,Small,3,Deliveruu Inc.,Munich District One,Student,66,2018-07-04 23:00:00,Start order website,A
9,6,154,29,37,Salami,Small,3,Deliveruu Inc.,Munich District One,Student,67,2018-07-04 23:04:00,Approve order website,A
9,6,154,29,37,Salami,Small,3,Deliveruu Inc.,Munich District One,Student,68,2018-07-04 23:05:00,Receive order website,A
9,6,154,29,37,Salami,Small,3,Deliveruu Inc.,Munich District One,Student,69,2018-07-04 23:07:00,Call Customer,A
9,6,154,29,37,Salami,Small,3,Deliveruu Inc.,Munich District One,Student,70,2018-07-04 23:08:00,Start baking pizza,B
9,6,154,29,37,Salami,Small,3,Deliveruu Inc.,Munich District One,Student,71,2018-07-04 23:08:00,Start preparing pizza,B
9,6,154,29,37,Salami,Small,3,Deliveruu Inc.,Munich District One,Student,72,2018-07-04 23:10:00,Plan route,B
9,6,154,29,37,Salami,Small,3,Deliveruu Inc.,Munich District One,Student,73,2018-07-04 23:10:00,Baking pizza ready,B
9,6,154,29,37,Salami,Small,3,Deliveruu Inc.,Munich District One,Student,74,2018-07-04 23:14:00,Departure pizza,A
9,6,154,29,37,Salami,Small,3,Deliveruu Inc.,Munich District One,Student,75,2018-07-04 23:18:00,Pizza arrives at customer,A
9,6,154,29,37,Salami,Small,3,Deliveruu Inc.,Munich District One,Student,76,2018-07-04 23:48:00,Payment customer,A
11,4,287,9,2,Salami,Large,2,Deliver Now Holding,Munich District One,Senior,88,2018-06-17 23:36:00,Order by phone,A
11,4,287,9,2,Salami,Large,2,Deliver Now Holding,Munich District One,Senior,89,2018-06-17 23:39:00,Start preparing pizza,A
11,4,287,9,2,Salami,Large,2,Deliver Now Holding,Munich District One,Senior,90,2018-06-17 23:47:00,Call Customer,A
11,4,287,9,2,Salami,Large,2,Deliver Now Holding,Munich District One,Senior,91,2018-06-17 23:52:00,Start preparing pizza,A
11,4,287,9,2,Salami,Large,2,Deliver Now Holding,Munich District One,Senior,92,2018-06-17 23:58:00,Start baking pizza,B
11,4,287,9,2,Salami,Large,2,Deliver Now Holding,Munich District One,Senior,93,2018-06-18 00:06:00,Baking pizza ready,A
11,4,287,9,2,Salami,Large,2,Deliver Now Holding,Munich District One,Senior,94,2018-06-18 00:07:00,Plan route,B
11,4,287,9,2,Salami,Large,2,Deliver Now Holding,Munich District One,Senior,95,2018-06-18 00:08:00,Departure pizza,A
11,4,287,9,2,Salami,Large,2,Deliver Now Holding,Munich District One,Senior,96,2018-06-18 00:14:00,Pizza arrives at customer,A
11,4,287,9,2,Salami,Large,2,Deliver Now Holding,Munich District One,Senior,97,2018-06-18 00:39:00,Payment customer,B
24,1,184,5,8,Magherita,Medium,4,Deliver Now Holding,Munich District One,Student,189,2018-06-05 05:38:00,Order by phone,A
24,1,184,5,8,Magherita,Medium,4,Deliver Now Holding,Munich District One,Student,190,2018-06-05 05:40:00,Start preparing pizza,A
24,1,184,5,8,Magherita,Medium,4,Deliver Now Holding,Munich District One,Student,191,2018-06-05 05:42:00,Start baking pizza,A
24,1,184,5,8,Magherita,Medium,4,Deliver Now Holding,Munich District One,Student,192,2018-06-05 05:49:00,Baking pizza ready,B
24,1,184,5,8,Magherita,Medium,4,Deliver Now Holding,Munich District One,Student,193,2018-06-05 05:51:00,Plan route,A
24,1,184,5,8,Magherita,Medium,4,Deliver Now Holding,Munich District One,Student,194,2018-06-05 05:55:00,Departure pizza,A
24,1,184,5,8,Magherita,Medium,4,Deliver Now Holding,Munich District One,Student,195,2018-06-05 06:02:00,Pizza arrives at customer,A
24,1,184,5,8,Magherita,Medium,4,Deliver Now Holding,Munich District One,Student,196,2018-06-05 06:27:00,Payment customer,A
16,1,218,20,10,Salami,Medium,3,BestOrder Inc.,Munich District One,Student,122,2018-06-12 15:38:00,Order by phone,A
16,1,218,20,10,Salami,Medium,3,BestOrder Inc.,Munich District One,Student,123,2018-06-12 15:39:00,Start preparing pizza,A
16,1,218,20,10,Salami,Medium,3,BestOrder Inc.,Munich District One,Student,124,2018-06-12 15:44:00,Start baking pizza,A
16,1,218,20,10,Salami,Medium,3,BestOrder Inc.,Munich District One,Student,125,2018-06-12 15:50:00,Baking pizza ready,A
16,1,218,20,10,Salami,Medium,3,BestOrder Inc.,Munich District One,Student,126,2018-06-12 15:51:00,Plan route,A
16,1,218,20,10,Salami,Medium,3,BestOrder Inc.,Munich District One,Student,127,2018-06-12 15:53:00,Departure pizza,A
16,1,218,20,10,Salami,Medium,3,BestOrder Inc.,Munich District One,Student,128,2018-06-12 16:00:00,Pizza arrives at customer,A
16,1,218,20,10,Salami,Medium,3,BestOrder Inc.,Munich District One,Student,129,2018-06-12 16:08:00,Payment customer,A
155,1,93,36,31,Salami,Large,2,Deliver Now Holding,Munich District Two,Student,1294,2018-07-01 12:10:00,Order by phone,A
155,1,93,36,31,Salami,Large,2,Deliver Now Holding,Munich District Two,Student,1295,2018-07-01 12:12:00,Start preparing pizza,A
155,1,93,36,31,Salami,Large,2,Deliver Now Holding,Munich District Two,Student,1296,2018-07-01 12:16:00,Start baking pizza,B
155,1,93,36,31,Salami,Large,2,Deliver Now Holding,Munich District Two,Student,1297,2018-07-01 12:29:00,Departure pizza,A
155,1,93,36,31,Salami,Large,2,Deliver Now Holding,Munich District Two,Student,1298,2018-07-01 12:29:00,Baking pizza ready,A
155,1,93,36,31,Salami,Large,2,Deliver Now Holding,Munich District Two,Student,1299,2018-07-01 12:29:00,Plan route,B
155,1,93,36,31,Salami,Large,2,Deliver Now Holding,Munich District Two,Student,1300,2018-07-01 12:34:00,Pizza arrives at customer,A
155,1,93,36,31,Salami,Large,2,Deliver Now Holding,Munich District Two,Student,1301,2018-07-01 12:48:00,Payment customer,A
217,1,196,8,7,Magherita,Small,3,BestOrder Inc.,Munich District Two,Student,1830,2018-07-23 13:40:00,Order by phone,A
217,1,196,8,7,Magherita,Small,3,BestOrder Inc.,Munich District Two,Student,1831,2018-07-23 13:40:00,Start preparing pizza,B
217,1,196,8,7,Magherita,Small,3,BestOrder Inc.,Munich District Two,Student,1832,2018-07-23 13:41:00,Start baking pizza,A
217,1,196,8,7,Magherita,Small,3,BestOrder Inc.,Munich District Two,Student,1833,2018-07-23 13:54:00,Baking pizza ready,A
217,1,196,8,7,Magherita,Small,3,BestOrder Inc.,Munich District Two,Student,1834,2018-07-23 13:56:00,Plan route,A
217,1,196,8,7,Magherita,Small,3,BestOrder Inc.,Munich District Two,Student,1835,2018-07-23 14:01:00,Departure pizza,B
217,1,196,8,7,Magherita,Small,3,BestOrder Inc.,Munich District Two,Student,1836,2018-07-23 14:04:00,Pizza arrives at customer,A
217,1,196,8,7,Magherita,Small,3,BestOrder Inc.,Munich District Two,Student,1837,2018-07-23 14:09:00,Payment customer,A
55,1,15,15,10,Veggie,Small,1,Feedera SE,Munich District Three,Student,440,2018-06-09 01:53:00,Start preparing pizza,A
55,1,15,15,10,Veggie,Small,1,Feedera SE,Munich District Three,Student,441,2018-06-09 01:53:00,Order by phone,A
55,1,15,15,10,Veggie,Small,1,Feedera SE,Munich District Three,Student,442,2018-06-09 01:58:00,Start baking pizza,A
55,1,15,15,10,Veggie,Small,1,Feedera SE,Munich District Three,Student,443,2018-06-09 02:05:00,Baking pizza ready,A
55,1,15,15,10,Veggie,Small,1,Feedera SE,Munich District Three,Student,444,2018-06-09 02:05:00,Plan route,A
55,1,15,15,10,Veggie,Small,1,Feedera SE,Munich District Three,Student,445,2018-06-09 02:07:00,Departure pizza,A
55,1,15,15,10,Veggie,Small,1,Feedera SE,Munich District Three,Student,446,2018-06-09 02:12:00,Pizza arrives at customer,A
55,1,15,15,10,Veggie,Small,1,Feedera SE,Munich District Three,Student,447,2018-06-09 02:47:00,Payment customer,B
222,1,123,29,13,Speciale,Medium,3,BestOrder Inc.,Munich District Four,Adult,1869,2018-06-07 09:47:00,Order by phone,B
222,1,123,29,13,Speciale,Medium,3,BestOrder Inc.,Munich District Four,Adult,1870,2018-06-07 09:50:00,Start preparing pizza,B
222,1,123,29,13,Speciale,Medium,3,BestOrder Inc.,Munich District Four,Adult,1871,2018-06-07 09:52:00,Start baking pizza,A
222,1,123,29,13,Speciale,Medium,3,BestOrder Inc.,Munich District Four,Adult,1872,2018-06-07 10:02:00,Baking pizza ready,A
222,1,123,29,13,Speciale,Medium,3,BestOrder Inc.,Munich District Four,Adult,1873,2018-06-07 10:03:00,Plan route,B
222,1,123,29,13,Speciale,Medium,3,BestOrder Inc.,Munich District Four,Adult,1874,2018-06-07 10:07:00,Departure pizza,A
222,1,123,29,13,Speciale,Medium,3,BestOrder Inc.,Munich District Four,Adult,1875,2018-06-07 10:14:00,Pizza arrives at customer,A
222,1,123,29,13,Speciale,Medium,3,BestOrder Inc.,Munich District Four,Adult,1876,2018-06-07 10:39:00,Payment customer,A
34,2,161,22,7,Salami,Medium,4,TownExpress Inc. ,Munich District Three,Student,266,2018-06-16 14:03:00,Start preparing pizza,A
34,2,161,22,7,Salami,Medium,4,TownExpress Inc. ,Munich District Three,Student,267,2018-06-16 14:03:00,Order at the counter (shop),A
34,2,161,22,7,Salami,Medium,4,TownExpress Inc. ,Munich District Three,Student,268,2018-06-16 14:04:00,Start baking pizza,A
34,2,161,22,7,Salami,Medium,4,TownExpress Inc. ,Munich District Three,Student,269,2018-06-16 14:12:00,Baking pizza ready,B
