case_id,Variant,Customer_ID,Revenue,Costs,Pizza Type,Pizza Size,Customer Satisfaction,Distribution Channel,Customer Location,Customer Type,SORTING,timestamp,activity,Automation
1,4,17,10,47,Salami,Small,2,Deliver Now Holding,Munich District One,Teenager,1,2018-06-15 09:37:44,Order by phone,A
1,4,17,10,47,Salami,Small,2,Deliver Now Holding,Munich District One,Teenager,2,2018-06-15 09:40:47,Start preparing pizza,A
1,4,17,10,47,Salami,Small,2,Deliver Now Holding,Munich District One,Teenager,3,2018-06-15 09:45:53,Call Customer,A
1,4,17,10,47,Salami,Small,2,Deliver Now Holding,Munich District One,Teenager,4,2018-06-15 09:46:00,Start preparing pizza,A
1,4,17,10,47,Salami,Small,2,Deliver Now Holding,Munich District One,Teenager,5,2018-06-15 09:53:03,Start baking pizza,B
1,4,17,10,47,Salami,Small,2,Deliver Now Holding,Munich District One,Teenager,6,2018-06-15 09:54:59,Baking pizza ready,A
1,4,17,10,47,Salami,Small,2,Deliver Now Holding,Munich District One,Teenager,7,2018-06-15 09:55:03,Plan route,B
1,4,17,10,47,Salami,Small,2,Deliver Now Holding,Munich District One,Teenager,8,2018-06-15 09:56:39,Departure pizza,A
1,4,17,10,47,Salami,Small,2,Deliver Now Holding,Munich District One,Teenager,9,2018-06-15 10:02:09,Pizza arrives at customer,B
1,4,17,10,47,Salami,Small,2,Deliver Now Holding,Munich District One,Teenager,10,2018-06-15 10:06:19,Payment customer,A
185,1,123,36,56,Calzone,Large,1,Deliveruu Inc.,Munich District One,Adult,1554,2018-01-29 19:12:21,Order by phone,A
185,1,123,36,56,Calzone,Large,1,Deliveruu Inc.,Munich District One,Adult,1555,2018-01-29 19:14:50,Start preparing pizza,A
185,1,123,36,56,Calzone,Large,1,Deliveruu Inc.,Munich District One,Adult,1556,2018-01-29 19:15:36,Start baking pizza,A
185,1,123,36,56,Calzone,Large,1,Deliveruu Inc.,Munich District One,Adult,1557,2018-01-29 19:25:23,Baking pizza ready,A
185,1,123,36,56,Calzone,Large,1,Deliveruu Inc.,Munich District One,Adult,1558,2018-01-29 19:28:06,Plan route,A
185,1,123,36,56,Calzone,Large,1,Deliveruu Inc.,Munich District One,Adult,1559,2018-01-29 19:30:24,Departure pizza,A
185,1,123,36,56,Calzone,Large,1,Deliveruu Inc.,Munich District One,Adult,1560,2018-01-29 19:33:24,Pizza arrives at customer,B
185,1,123,36,56,Calzone,Large,1,Deliveruu Inc.,Munich District One,Adult,1561,2018-01-29 20:03:12,Payment customer,B
2,1,78,11,7,Magherita,Large,4,BestOrder Inc.,Munich District One,Student,11,2018-05-27 04:22:58,Order by phone,A
2,1,78,11,7,Magherita,Large,4,BestOrder Inc.,Munich District One,Student,12,2018-05-27 04:25:01,Start preparing pizza,A
2,1,78,11,7,Magherita,Large,4,BestOrder Inc.,Munich District One,Student,13,2018-05-27 04:27:38,Start baking pizza,B
2,1,78,11,7,Magherita,Large,4,BestOrder Inc.,Munich District One,Student,14,2018-05-27 04:29:39,Baking pizza ready,A
2,1,78,11,7,Magherita,Large,4,BestOrder Inc.,Munich District One,Student,15,2018-05-27 04:30:23,Departure pizza,A
2,1,78,11,7,Magherita,Large,4,BestOrder Inc.,Munich District One,Student,16,2018-05-27 04:30:46,Plan route,A
2,1,78,11,7,Magherita,Large,4,BestOrder Inc.,Munich District One,Student,17,2018-05-27 04:39:24,Pizza arrives at customer,A
2,1,78,11,7,Magherita,Large,4,BestOrder Inc.,Munich District One,Student,18,2018-05-27 04:40:17,Payment customer,A
3,6,128,36,7,Salami,Medium,2,TownExpress Inc. ,Munich District Four,Student,19,2018-05-03 18:24:37,Start order website,A
3,6,128,36,7,Salami,Medium,2,TownExpress Inc. ,Munich District Four,Student,20,2018-05-03 18:34:25,Approve order website,A
3,6,128,36,7,Salami,Medium,2,TownExpress Inc. ,Munich District Four,Student,21,2018-05-03 18:35:13,Receive order website,A
3,6,128,36,7,Salami,Medium,2,TownExpress Inc. ,Munich District Four,Student,22,2018-05-03 18:43:08,Call Customer,A
3,6,128,36,7,Salami,Medium,2,TownExpress Inc. ,Munich District Four,Student,23,2018-05-03 18:49:09,Start preparing pizza,A
3,6,128,36,7,Salami,Medium,2,TownExpress Inc. ,Munich District Four,Student,24,2018-05-03 18:50:20,Start baking pizza,A
3,6,128,36,7,Salami,Medium,2,TownExpress Inc. ,Munich District Four,Student,25,2018-05-03 18:51:51,Baking pizza ready,B
3,6,128,36,7,Salami,Medium,2,TownExpress Inc. ,Munich District Four,Student,26,2018-05-03 18:54:16,Plan route,B
3,6,128,36,7,Salami,Medium,2,TownExpress Inc. ,Munich District Four,Student,27,2018-05-03 18:54:51,Departure pizza,A
3,6,128,36,7,Salami,Medium,2,TownExpress Inc. ,Munich District Four,Student,28,2018-05-03 18:56:05,Pizza arrives at customer,B
3,6,128,36,7,Salami,Medium,2,TownExpress Inc. ,Munich District Four,Student,29,2018-05-03 19:02:15,Payment customer,B
197,1,230,28,7,Magherita,Small,0,Deliver Now Holding,Munich District Three,Student,1652,2018-03-13 07:33:47,Order by phone,A
197,1,230,28,7,Magherita,Small,0,Deliver Now Holding,Munich District Three,Student,1653,2018-03-13 07:33:00,Start preparing pizza,A
197,1,230,28,7,Magherita,Small,0,Deliver Now Holding,Munich District Three,Student,1654,2018-03-13 07:36:18,Start baking pizza,A
197,1,230,28,7,Magherita,Small,0,Deliver Now Holding,Munich District Three,Student,1655,2018-03-13 07:38:35,Baking pizza ready,A
197,1,230,28,7,Magherita,Small,0,Deliver Now Holding,Munich District Three,Student,1656,2018-03-13 07:41:24,Plan route,A
197,1,230,28,7,Magherita,Small,0,Deliver Now Holding,Munich District Three,Student,1657,2018-03-13 07:44:49,Departure pizza,A
197,1,230,28,7,Magherita,Small,0,Deliver Now Holding,Munich District Three,Student,1658,2018-03-13 07:53:51,Pizza arrives at customer,A
197,1,230,28,7,Magherita,Small,0,Deliver Now Holding,Munich District Three,Student,1659,2018-03-13 08:30:29,Payment customer,A
